id,Block,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,ResponseID,race,first_of_many,gender,age,zip_code,education,income,employment,attention2,pol_party,pol_party_other,freq_rec,nat_air_water,tech_sol,hum_abuse,balance_nat,ecol_crisis,nat_res,spaceship,hum_right,ecol_cat,lose_hab,plants_and_an,resp_harm,impact_dec,who_I_am,health_nat,think_wild,place_comm,citizen_care,family,identify,hum_elsewhere,feedback,lat,long,IPAddress,StartDate,EndDate,seen_turb,WP_US,wp_state,likely_cst_ec,attention_att
371,4,0,1,0,1,0,0,1,0,R_eEA6P0lDhzk7GhD,White European,Less likely to support,Male,27,4330,High school graduate,"$25,000-$34,999",Out of work,"Yes, I am an MT worker ",None,,"Rarely, 1-5 times/year",Strongly Agree,Agree,Agree,Stongly Disagree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Stongly Disagree,Agree,Agree,Stongly Disagree,Neither Agree nor Disagree,Stongly Disagree,Stongly Disagree,Strongly Agree,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",some questions were worded a bit more confusing then they should of been the rest were okay,44.56159973,-69.55590057,108.176.232.172,7/13/15 15:17,7/13/15 15:29,Yes,Very positive,Tolerated,Less likely    ,None of the Above
372,4,1,2,1,0,1,2,2,1,R_eeot0CF8zaFqtYp,White European,No effect on my attitude,Male,33,6905,Bechelor degree,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Sometimes, 10-20 times/year",Agree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,This is <strong>somewhat like</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean",,41.05340576,-73.53869629,216.46.66.146,7/22/15 7:24,7/22/15 7:30,No,Very positive,Encouraged,No difference,None of the Above
373,4,0,1,0,1,2,1,1,2,R_eepEnr5BOdjrp9b,White European,No effect on my attitude,Female,50,2558,Bechelor degree,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Stongly Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","I live at the beach less than 1000 feet from the water. During times I lived inland, I missed the beach way beyond what I expected so when I could return, I wasted no time relocating. Wind turbines are a big point of conflict with some folks but I'd rather that be in my back yard than that nuke south of Plymouth. / Very interesting. Thanks!",41.76359558,-70.71600342,96.252.65.126,7/14/15 7:11,7/14/15 7:29,Yes,Positive,Encouraged,No difference,None of the Above
374,4,2,2,2,2,2,1,1,1,R_eFGDA9b5iFUkOIB,White European,No effect on my attitude,Female,22,1603,Associate degree,"$50,000-$74,999",Student,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.31539917,-71.9292984,68.184.42.147,7/16/15 18:22,7/16/15 18:31,Yes,Positive,Encouraged,Less likely    ,0
375,4,0,1,0,1,0,1,1,1,R_eFOllh6lCCc3nkV,White European,No effect on my attitude,Female,36,4357,Bechelor degree,"$50,000-$74,999",A homemaker ,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Stongly Disagree,Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Agree,Disagree,Strongly Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,44.40510559,-69.75669861,108.183.146.157,7/12/15 17:38,7/12/15 17:47,Yes,Very positive,Encouraged,No difference,0
376,3,0,0,1,1,0,0,0,1,R_eGbQ71Hj5U4bhml,American Indian or Alaska Native ,Much more likely to support,Female,24,1569,Bechelor degree,"$15,000-$24,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Frequently, 20+ times/year",Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,42.11929321,-71.85440063,68.185.125.129,7/27/15 17:58,7/27/15 18:06,Yes,Very positive,Encouraged,No difference,0
377,4,1,0,1,0,1,1,1,1,R_eh5pcVEURr1WeNv,White European,More likely to support,Female,42,66503,Bechelor degree,"$175,000-$199,999",A homemaker ,"Yes, I am an MT worker ",Republican party,,"Every now and then, 5-10 times/year",Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,39.24830627,-96.68489838,70.179.140.54,7/21/15 7:20,7/21/15 7:26,No,Positive,Encouraged,No difference,None of the Above
378,4,0,1,0,1,0,1,1,1,R_eICzmsyOuWZXJ9X,White European,No effect on my attitude,Female,66,1543,High school graduate,"$10,000-$14,999",Retired,"Yes, I am an MT worker ",Democratic party,,Never,Agree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",Thought provoking survey ...,42.28570557,-71.82920074,66.189.30.139,7/10/15 14:51,7/10/15 15:13,No,Positive,Encouraged,No difference,None of the Above
379,4,0,2,0,2,2,0,1,1,R_eIPK6Ya5MMXPrhP,White European,No effect on my attitude,Female,36,1742,Graduate degree or Professional degree ,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Stongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",None,42.45860291,-71.35970306,73.38.92.249,7/11/15 20:21,7/11/15 20:29,Yes,Very positive,Encouraged,No difference,None of the Above
380,1,0,1,2,2,0,2,2,1,R_ekEg6o8P5Tlsx6d,White European,More likely to support,Male,34,3857,Graduate degree or Professional degree ,"$150,000-$174,999",Employed for wages,"Yes, I am an MT worker ",None,,"Rarely, 1-5 times/year",Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,42.96609497,-70.98809814,75.67.99.121,7/11/15 19:42,7/11/15 19:54,Yes,Positive,Tolerated,No difference,0
381,1,0,1,1,1,0,0,0,1,R_el22tcAF8oylTmJ,White European,Much more likely to support,Female,38,2370,High school graduate,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,42.50509644,-71.20469666,157.93.242.51,7/13/15 6:29,7/13/15 6:35,Yes,Very positive,Encouraged,Much more likely,None of the Above
382,3,0,0,1,1,0,0,0,1,R_elE1gWpVuI014Et,White European,More likely to support,Female,27,4434,High school graduate,"$10,000-$14,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,44.72380066,-68.93190002,69.21.254.132,7/25/15 17:06,7/25/15 17:14,No,Positive,Encouraged,No difference,None of the Above
383,4,0,2,0,1,0,1,1,1,R_eLlIHaesAqsqFZX,"Hispanic, Latino or Spanish",More likely to support,Female,23,6492,Some college credit ,"$50,000-$74,999",Student,"Yes, I am an MT worker ",Democratic party,,"Sometimes, 10-20 times/year",Strongly Agree,Agree,Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,41.456604,-72.81030273,76.119.0.117,7/26/15 21:56,7/26/15 22:08,Yes,Positive,Tolerated,Less likely    ,None of the Above
384,2,1,1,0,1,1,1,1,1,R_eLqKxoiUzn5lum1,White European,Much more likely to support,Male,24,1002,Some college credit ,"$10,000-$14,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Sometimes, 10-20 times/year",Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Neither Agree nor Disagree,Agree,Disagree,Strongly Agree,Stongly Disagree,Agree,Agree,Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,,42.38960266,-72.45339966,174.62.218.252,7/14/15 13:22,7/14/15 13:32,Yes,Very positive,Encouraged,No difference,None of the Above
385,1,0,2,2,2,1,2,2,1,R_emLV4M5pLY6VEdT,White European,No effect on my attitude,Female,19,1886,Some college credit ,"$125,000-$149,000",Student,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Agree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,42.45860291,-71.35970306,71.192.10.94,7/20/15 10:41,7/20/15 10:49,No,Very positive,Encouraged,Much less likely,None of the Above
386,1,1,0,0,0,1,1,1,1,R_emoq3AYZhc0zEr3,White European,Much more likely to support,Female,35,3110,Bechelor degree,"$150,000-$174,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",thank you for looking into this. The Cape Cod wind farm has created a lot of controversy here!,42.93960571,-71.53530121,24.218.118.6,7/27/15 12:56,7/27/15 13:05,Yes,Very positive,Encouraged,No difference,None of the Above
387,1,0,0,0,0,0,1,1,1,R_eOHNNDC7HcZ8szr,White European,No effect on my attitude,Male,31,2446,Graduate degree or Professional degree ,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,42.32209778,-71.13339996,209.6.131.193,7/11/15 21:23,7/11/15 21:28,Yes,Very positive,Encouraged,No difference,0
388,4,0,2,0,2,2,1,1,1,R_eQKQFE1A856u3Pv,White European,No effect on my attitude,Female,54,6111,Bechelor degree,"$100,000-$124,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,,41.65769958,-72.66269684,68.9.249.183,7/25/15 17:14,7/25/15 17:38,No,Neutral,Not sure,No difference,None of the Above
389,4,1,2,1,1,2,2,2,1,R_er3efIHEv8lfgah,Asian,No effect on my attitude,Male,36,2703,Bechelor degree,"$10,000-$14,999",Out of work,"Yes, I am an MT worker ",None,,"Rarely, 1-5 times/year",Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Stongly Disagree,Disagree,Neither Agree nor Disagree,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This was a very interesting survey. It made me think about how I view the ocean in a different way. I wonder about how wind farms might effect things. I wonder if they generate audible noise. That would be something that is also important to consider.,41.75790405,-71.15309906,65.96.94.129,7/16/15 19:40,7/16/15 19:59,Yes,Positive,Tolerated,No difference,None of the Above
